pengirim,penerus,nama file,tanggal dan Waktu
@faasyazzzzzzzz,@faasyazzzzzzzz,浩 7 (1).txt,27-05 17:16
@faasyazzzzzzzz,@KazuhaIDBot,Dy esey.vcf,27-05 17:32
@faasyazzzzzzzz,@faasyazzzzzzzz,浩 7 (2).txt,27-05 17:32
@faasyazzzzzzzz,@faasyazzzzzzzz,浩 7 (2).txt,27-05 17:33
