pengirim,penerus,nama file,tanggal dan Waktu
@Ayayawchan,@sapaajaaa2,Agota pt95.vcf,29-05 19:43
@Ayayawchan,@sapaajaaa2,Agota pt95.vcf,29-05 19:44
