@LANZOER,@LANZOER,2  S111_G9.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G8.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G7.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G4.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G2.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G1.vcf,28-05 08:28
pengirim,penerus,nama file,tanggal dan Waktu
@LANZOER,@LANZOER,2  S111_G10.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G6.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G5.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G3.vcf,28-05 08:28
@LANZOER,@LANZOER,2  S111_G1.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G2.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G3.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G4.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G7.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G6.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G8.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G10.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G9.vcf,28-05 08:29
@LANZOER,@LANZOER,2  S111_G5.vcf,28-05 08:29
@LANZOER,@LANZOER,1 S128_H10.vcf,28-05 08:33
@LANZOER,@LANZOER,2 S111_G10.vcf,28-05 08:34
@LANZOER,@LANZOER,2  S111_G8 (1).vcf,28-05 08:35
@LANZOER,@LANZOER,3  S12_D2.vcf,28-05 08:35
@LANZOER,@LANZOER,3  S12_D1.vcf,28-05 08:35
@LANZOER,@KazuhaIDBot,3  S12_D2.txt,28-05 08:36
@LANZOER,@KazuhaIDBot,3  S12_D1.txt,28-05 08:36
@LANZOER,@LANZOER,2 S111_G10.vcf,28-05 08:52
@LANZOER,@LANZOER,2  S111_G2.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G3.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G1.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G9.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G10.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G4.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G5.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G6.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G7.vcf,28-05 08:54
@LANZOER,@LANZOER,2  S111_G8.vcf,28-05 08:54
@LANZOER,@LANZOER,2 S111_G9 (1).vcf,28-05 08:59
@LANZOER,@LANZOER,2 S111_G10 (1).vcf,28-05 08:59
@LANZOER,@LANZOER,ADMIN NAVY S111 (1).vcf,28-05 08:59
@LANZOER,@LANZOER,2 S111_G9 (1).vcf,28-05 09:00
@LANZOER,@LANZOER,2 S111_G10 (1).vcf,28-05 09:00
@LANZOER,@LANZOER,ADMIN NAVY S111 (1).vcf,28-05 09:00
@LANZOER,@LANZOER,1 S128_H1.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H3.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H2.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H4.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H5.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H6.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H7.vcf,28-05 09:11
@LANZOER,@LANZOER,1 S128_H8.vcf,28-05 09:11
