pengirim,penerus,nama file,tanggal dan Waktu
@Ferrrxzzz,@Ferrrxzzz,agoda AG0_96.vcf,29-05 03:32
@Ferrrxzzz,@Ferrrxzzz,agoda AG0_96.vcf,29-05 03:33
@Ferrrxzzz,@Ferrrxzzz,agoda AG0_96.vcf,29-05 03:34
@Ferrrxzzz,@Ferrrxzzz,agoda AG0_96.vcf,29-05 03:35
@Ferrrxzzz,@Ferrrxzzz,agoda AG0_96.vcf,29-05 03:36
@Ferrrxzzz,@Ferrrxzzz,asepsss 1.vcf,29-05 03:39
