pengirim,penerus,nama file,tanggal dan Waktu
@mr3bus,@mr3bus,6000 (2)_2.txt,27-05 18:10
@mr3bus,@mr3bus,8000数据_1 2.txt,27-05 18:12
@mr3bus,𝐇𝐄𝐑𝐙𝐀,早上7.50   70组.txt,27-05 21:42
