pengirim,penerus,nama file,tanggal dan Waktu
ekek,ekek,K337.vcf,29-05 01:06
ekek,ekek,ADMINNAVY SPOTIFYL.vcf,29-05 01:07
ekek,ekek,ADMIN NAVY 381-390.vcf,29-05 01:08
ekek,ekek,ADMIN NAVY 381-390.vcf,29-05 01:11
ekek,ekek,ADMINNAVY SPOTIFYL.vcf,29-05 01:12
ekek,ekek,Spotify28L6.vcf,29-05 01:12
ekek,ekek,ADMINNAVY SPOTIFYL.vcf,29-05 01:13
ekek,ekek,Spotify28L6.vcf,29-05 01:13
