pengirim,penerus,nama file,tanggal dan Waktu
@Jenyws001,@Jenyws001,2组150个群  451-600  7500料子.txt,28-05 15:46
@Jenyws001,@Jenyws001,2组150个群  451-600  7500料子.txt,28-05 15:48
