pengirim,penerus,nama file,tanggal dan Waktu
@hanaaacuyy,@hanaaacuyy,7500 (3)_3.txt,28-05 23:56
@hanaaacuyy,@hanaaacuyy,7500 (3)_3.txt,28-05 23:59
