pengirim,penerus,nama file,tanggal dan Waktu
@Raxzanakbaik,@Raxzanakbaik,Nokos For KYN v17.apk,28-05 17:07
@Raxzanakbaik,@Raxzanakbaik,Nokos For KYN v17.apk,28-05 17:08
