pengirim,penerus,nama file,tanggal dan Waktu
@Zheen_2,@Zheen_2,Navy Mafia (2).vcf,29-05 19:31
@Zheen_2,@Zheen_2,agoda 兼職福利BB18.vcf,29-05 19:32
@Zheen_2,@Zheen_2,1000_2.txt,29-05 19:36
@Zheen_2,@Zheen_2,1000_2.txt,29-05 19:38
