pengirim,penerus,nama file,tanggal dan Waktu
@dafriiiseehh,@KazuhaIDBot,ADMIN SATYA.vcf,29-05 21:03
@dafriiiseehh,@KazuhaIDBot,ADMIN SATYA.vcf,29-05 21:04
