pengirim,penerus,nama file,tanggal dan Waktu
@Xryyaas,@Xryyaas,Agoda Paruh Waktu -MMM-100.vcf,28-05 08:29
@Xryyaas,@Xryyaas,_5000_64.vcf,29-05 02:07
