pengirim,penerus,nama file,tanggal dan Waktu
@Ocxe2,@Ocxe2,香港_5000_3_2_1(1).txt,29-05 09:55
@Ocxe2,@Ocxe2,香港_5000_3_2_1(1).txt,29-05 14:36
