pengirim,penerus,nama file,tanggal dan Waktu
@Fixixfourone,@Fixixfourone,Trip.-PTRR1-100.vcf,28-05 16:57
@Fixixfourone,@Fixixfourone,淘寶商城D585894.vcf,28-05 16:57
