pengirim,penerus,nama file,tanggal dan Waktu
@Kangkasepaja,@Kangkasepaja,IBKR F02.txt,29-05 09:47
pengirim,penerus,nama file,tanggal dan Waktu
@Kangkasepaja,@Kangkasepaja,IBKR F01.txt,29-05 09:47
@Kangkasepaja,@Kangkasepaja,IBKR F03.txt,29-05 09:47
