pengirim,penerus,nama file,tanggal dan Waktu
@nggiakunpertamalimit,𝗟𝗨𝗙𝗙𝗬𝗧𝗔𝗥𝗢 𝄢❦,ADMIN XMM.vcf,29-05 14:38
