pengirim,penerus,nama file,tanggal dan Waktu
@reyhanzgnz,@reyhanzgnz,ADMIN NAVY SIANG (1).vcf,28-05 09:03
@reyhanzgnz,@reyhanzgnz,Agoda任務搵錢Group  73.vcf,28-05 09:04
