pengirim,penerus,nama file,tanggal dan Waktu
@Kontilmi,@Kontilmi,暴富5.7_1000_54.txt,29-05 14:53
@Kontilmi,@Kontilmi,Nama  Academy UAEA14.vcf,29-05 16:44
@Kontilmi,@KazuhaIDBot,Nama  Academy UAEA14.txt,29-05 16:45
